id,customer_age,occupation_type,relationship_status,education_background,has_credit_issue,mortgage_status,personal_loan_status,last_contact_month,day_of_week,contact_time_minutes,contact_attempt_count,days_since_prior_contact,prior_contact_count,prior_outcome_status,economic_activity_change,consumer_price_index,consumer_confidence_index,reference_interest_rate,employment_level_index,accepted_offer,is_repeat_customer,recent_contact_flag
23268,26,technician,married,unknown,no,no,no,may,fri,264,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0,0
32282,32,blue-collar,single,basic.9y,unknown,no,no,may,wed,785,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0,0
18458,53,self-employed,married,university.degree,no,yes,no,aug,thu,171,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0,0
37999,32,management,single,university.degree,no,no,no,aug,thu,149,1,3,2,success,-2.9,92.201,-31.4,0.851,5076.2,1,1,1
25549,29,blue-collar,single,unknown,no,yes,no,may,fri,61,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,1,0
25869,35,technician,married,professional.course,no,yes,no,aug,mon,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
22522,31,admin.,married,high.school,unknown,yes,no,may,thu,199,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0,0
21533,31,technician,single,professional.course,no,yes,no,aug,mon,106,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
23927,33,technician,married,professional.course,no,yes,no,may,fri,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
38423,41,admin.,single,university.degree,no,no,no,may,tue,266,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
11850,42,blue-collar,divorced,basic.4y,no,no,no,may,fri,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
8449,48,management,married,university.degree,no,yes,yes,aug,tue,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
14624,36,management,married,university.degree,no,no,no,aug,wed,46,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
15542,32,technician,married,university.degree,no,yes,no,aug,fri,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
2202,42,blue-collar,married,basic.6y,no,no,no,may,wed,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
3477,36,services,married,high.school,no,no,no,may,tue,445,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
28092,57,technician,single,professional.course,no,yes,yes,aug,tue,218,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
8265,38,unemployed,single,high.school,no,yes,no,may,tue,597,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
15628,35,blue-collar,single,unknown,no,no,no,jun,mon,136,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0,0
12049,37,admin.,married,high.school,no,yes,no,jun,fri,14,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,0
201,39,technician,married,basic.6y,no,no,no,apr,tue,88,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,0,0
695,38,admin.,married,university.degree,no,no,no,jun,thu,361,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0,0
13776,45,management,married,professional.course,no,no,no,may,mon,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
36003,40,housemaid,single,university.degree,no,no,yes,may,mon,539,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
1428,35,admin.,married,high.school,no,no,no,may,mon,165,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
16868,40,blue-collar,married,basic.6y,unknown,no,no,may,fri,182,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0,0
22428,42,admin.,single,unknown,no,no,no,may,mon,51,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
8551,36,technician,single,professional.course,unknown,yes,no,may,wed,228,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0,0
3733,42,admin.,married,university.degree,no,yes,no,aug,tue,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0
35123,44,blue-collar,married,basic.4y,no,yes,yes,dec,mon,119,1,999,0,nonexistent,-0.2,92.756,-45.9,3.053,5176.3,1,0,0
33968,36,technician,married,high.school,no,no,no,jun,tue,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
14213,30,admin.,single,university.degree,no,yes,yes,aug,thu,50,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0,0
13002,35,student,single,university.degree,unknown,no,no,jun,thu,618,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,0
27015,47,admin.,married,university.degree,no,yes,no,nov,fri,127,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0,0
23496,19,student,single,unknown,no,yes,no,apr,tue,396,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0,0
10719,24,student,single,high.school,no,no,no,may,wed,389,1,7,2,success,-1.8,93.876,-40.0,0.672,5008.7,1,1,1
17691,34,entrepreneur,single,university.degree,no,yes,no,may,thu,87,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0,0
15264,30,services,married,high.school,unknown,no,yes,jun,fri,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,0
25793,52,entrepreneur,divorced,basic.4y,no,no,no,jun,tue,69,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
31812,46,self-employed,divorced,basic.9y,unknown,unknown,unknown,nov,thu,125,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,1,0
6019,54,technician,single,university.degree,no,yes,no,mar,wed,700,3,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,0,0,0
9891,49,technician,married,professional.course,unknown,yes,no,may,tue,82,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
36665,42,services,married,high.school,no,no,no,jun,mon,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0,0
18417,36,blue-collar,single,basic.9y,unknown,yes,no,jul,mon,221,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0,0
32422,29,admin.,single,high.school,no,yes,no,jun,thu,63,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
2450,35,technician,married,professional.course,no,no,no,may,wed,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0,0
1504,36,blue-collar,married,basic.6y,no,no,no,may,fri,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
3768,27,admin.,married,high.school,no,no,no,may,thu,137,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0,0
32271,38,admin.,married,university.degree,no,no,yes,nov,mon,337,3,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0,0,0
6990,43,blue-collar,married,basic.9y,no,no,no,jul,fri,379,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
20996,29,technician,single,professional.course,no,no,no,aug,fri,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
32794,48,admin.,divorced,university.degree,no,yes,no,nov,fri,96,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,1,0
11804,37,services,divorced,high.school,no,yes,no,jun,tue,42,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
34885,43,management,married,university.degree,no,no,no,aug,wed,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
34592,36,housemaid,divorced,basic.9y,unknown,yes,no,nov,wed,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0,0
18757,47,technician,married,professional.course,no,yes,no,jul,wed,586,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
11758,25,management,single,basic.4y,no,no,no,may,tue,186,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
4129,48,admin.,married,university.degree,unknown,yes,no,aug,tue,286,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
17872,29,admin.,married,university.degree,no,yes,no,jul,mon,173,3,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,0,0
11021,39,blue-collar,married,basic.4y,no,no,no,apr,tue,91,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,0,1,0
29193,38,management,married,university.degree,no,yes,no,may,tue,111,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0,0
39197,39,technician,married,professional.course,no,yes,no,apr,thu,67,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0,0
33393,32,technician,single,university.degree,no,yes,yes,nov,fri,1162,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0,0
766,47,services,married,professional.course,no,yes,no,may,fri,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
21525,39,admin.,single,high.school,no,no,no,jun,thu,110,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0,0
17187,33,blue-collar,single,basic.4y,no,no,no,may,tue,209,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0,0
23682,33,services,married,professional.course,no,no,yes,jul,thu,151,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,0
38516,41,self-employed,married,basic.9y,no,yes,no,aug,fri,313,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
24158,46,blue-collar,married,basic.9y,unknown,no,no,apr,mon,63,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
39104,59,blue-collar,married,basic.9y,no,yes,no,apr,thu,66,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,1,0
30208,35,technician,married,professional.course,no,yes,yes,may,fri,14,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
6294,32,student,single,high.school,no,yes,no,jul,thu,853,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0,0
10870,27,technician,single,professional.course,no,no,no,jun,tue,136,2,999,0,nonexistent,-1.7,94.055,-39.8,0.737,4991.6,0,0,0
30854,31,housemaid,single,high.school,no,no,yes,jul,wed,952,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
40230,34,blue-collar,single,basic.9y,no,no,no,may,wed,159,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
325,44,blue-collar,single,high.school,unknown,no,no,jul,mon,699,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0,0
26133,56,unknown,divorced,basic.4y,no,no,no,jul,tue,547,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
23425,50,admin.,divorced,university.degree,no,yes,no,nov,fri,72,3,1,2,success,-0.1,93.2,-42.0,4.021,5195.8,0,1,1
3689,43,management,married,unknown,no,yes,no,jul,wed,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
40491,47,technician,married,high.school,unknown,yes,yes,aug,mon,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
17445,34,admin.,single,university.degree,unknown,no,yes,aug,mon,103,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
27061,52,technician,married,university.degree,no,no,no,may,thu,211,1,3,4,success,-1.8,93.876,-40.0,0.677,5008.7,1,1,1
11186,46,technician,single,university.degree,no,no,no,aug,thu,119,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0
41,38,blue-collar,married,unknown,unknown,no,no,jul,mon,340,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0,0
5831,43,technician,married,professional.course,no,no,no,may,tue,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
36964,46,self-employed,married,university.degree,no,yes,no,aug,thu,148,2,999,0,nonexistent,-2.9,92.201,-31.4,0.829,5076.2,0,0,0
24144,36,technician,married,professional.course,no,no,yes,may,fri,365,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0,0
5108,32,admin.,single,university.degree,no,no,no,aug,thu,159,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0
19597,26,self-employed,single,university.degree,no,yes,no,jun,fri,175,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0,0
33943,32,services,married,basic.9y,no,yes,no,may,mon,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
6595,48,self-employed,married,university.degree,no,no,no,nov,tue,137,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0,0
33499,35,technician,married,university.degree,no,yes,no,may,tue,236,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
8229,56,entrepreneur,divorced,university.degree,no,no,no,apr,wed,202,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0,0,0
39137,57,technician,married,professional.course,no,yes,no,apr,tue,324,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,0,0
19307,44,blue-collar,single,unknown,no,yes,no,jul,wed,576,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,1,0,0
11612,36,admin.,married,university.degree,no,yes,no,jul,tue,716,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0,0
26222,32,admin.,single,university.degree,no,yes,yes,aug,fri,709,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
38405,42,technician,married,university.degree,no,no,no,may,mon,228,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
36490,50,management,married,university.degree,unknown,yes,no,jul,thu,30,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,0
26808,64,retired,married,unknown,no,no,no,aug,fri,252,4,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,1,0,0
9760,21,student,single,high.school,no,no,no,oct,tue,113,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0,0
31550,34,housemaid,divorced,university.degree,no,yes,yes,apr,fri,73,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
11233,56,technician,divorced,university.degree,unknown,yes,no,jul,thu,49,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,0
41165,35,management,single,university.degree,no,yes,no,aug,mon,151,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0,0
18929,46,blue-collar,married,high.school,unknown,no,no,jun,fri,116,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,0
19112,56,admin.,married,university.degree,unknown,yes,no,aug,wed,66,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
14328,30,admin.,married,university.degree,no,yes,no,apr,thu,475,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0,0
16485,32,blue-collar,married,professional.course,unknown,yes,no,may,thu,196,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,1,0
29177,41,technician,married,professional.course,no,no,no,may,tue,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
26888,44,admin.,married,university.degree,unknown,yes,yes,jun,thu,91,4,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0,0,0
39138,37,admin.,married,university.degree,no,no,no,jun,tue,192,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0,0
16913,37,technician,single,professional.course,no,yes,no,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0
30610,33,admin.,single,university.degree,no,no,no,aug,wed,43,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
8414,28,admin.,single,university.degree,no,yes,no,mar,thu,370,1,9,1,success,-1.8,93.369,-34.8,0.643,5008.7,0,1,1
10019,52,services,married,high.school,unknown,yes,no,jul,thu,117,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
37369,47,technician,married,professional.course,no,yes,no,aug,wed,58,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
19209,40,blue-collar,married,basic.9y,no,no,no,nov,mon,215,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,1,0
14371,37,blue-collar,married,basic.4y,no,yes,no,may,wed,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0,0
39979,46,management,married,university.degree,no,yes,yes,may,thu,84,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,1,0
11675,24,services,single,high.school,no,no,no,may,thu,524,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,1,0
40711,29,admin.,single,high.school,no,yes,yes,jun,thu,15,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
18327,41,admin.,single,university.degree,no,yes,yes,jun,wed,88,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,0
10573,36,technician,married,professional.course,no,yes,no,aug,thu,126,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
2720,35,blue-collar,married,unknown,unknown,yes,no,jul,tue,527,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
10162,29,blue-collar,single,basic.9y,no,no,no,jul,mon,135,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
5955,31,blue-collar,married,basic.4y,no,no,no,jul,thu,317,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
12912,31,entrepreneur,divorced,high.school,no,yes,no,may,thu,1120,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1,0,0
31228,44,admin.,divorced,high.school,no,yes,no,jul,thu,281,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,0
26740,25,blue-collar,single,high.school,unknown,no,no,jun,fri,136,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,0
23657,43,technician,married,professional.course,no,yes,yes,nov,thu,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
21521,52,blue-collar,divorced,basic.9y,no,yes,no,jul,wed,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
16189,33,admin.,single,high.school,no,yes,no,jul,thu,154,14,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
36349,26,self-employed,single,university.degree,no,no,no,may,wed,78,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,0,0
21557,42,blue-collar,married,basic.4y,unknown,no,no,may,thu,391,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0,0
35681,52,admin.,divorced,university.degree,no,yes,no,jul,mon,867,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0,0
29638,30,blue-collar,single,basic.6y,no,no,no,may,thu,159,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,1,0
19612,25,blue-collar,single,high.school,no,no,no,may,fri,1068,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0,0
23349,27,admin.,married,high.school,no,yes,no,may,wed,119,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0,0
22130,29,housemaid,single,high.school,no,no,no,may,mon,1203,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0,0
31523,37,blue-collar,married,basic.9y,no,no,no,may,wed,225,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0,0
31833,29,services,married,basic.6y,no,no,yes,apr,fri,754,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
21490,27,admin.,single,high.school,no,no,yes,aug,thu,255,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,1,0
6084,59,blue-collar,married,basic.4y,no,no,no,aug,tue,163,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0,0
15763,26,technician,married,basic.6y,no,no,no,jun,mon,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
11716,45,entrepreneur,married,university.degree,no,no,no,may,wed,139,6,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0,0
6952,51,services,married,high.school,no,yes,no,sep,tue,208,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,1,1
38960,43,admin.,married,high.school,no,no,no,jul,mon,240,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0,0
17251,53,technician,married,professional.course,unknown,yes,no,may,tue,103,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0,0
18831,46,entrepreneur,divorced,basic.9y,no,yes,no,nov,thu,201,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
35895,26,admin.,single,high.school,no,yes,no,jul,mon,115,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
29635,47,blue-collar,married,basic.9y,no,unknown,unknown,jun,tue,380,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,1,0,0
9690,40,blue-collar,single,professional.course,no,yes,no,jul,thu,498,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
29671,42,blue-collar,married,basic.9y,no,yes,no,may,mon,23,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0,0
19117,36,entrepreneur,married,university.degree,no,yes,no,may,mon,59,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
36616,31,technician,single,university.degree,no,yes,no,may,fri,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,0
2844,39,blue-collar,married,basic.4y,no,yes,no,apr,mon,421,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
39165,25,blue-collar,single,high.school,no,yes,no,jul,tue,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
13043,32,services,married,high.school,unknown,yes,no,nov,tue,121,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0,0
26989,54,technician,married,basic.9y,no,no,no,nov,tue,284,2,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,1,1,0
27462,36,blue-collar,married,basic.6y,unknown,no,no,may,thu,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0,0
40332,32,technician,married,university.degree,no,yes,no,jul,wed,196,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
41117,47,retired,married,basic.4y,no,unknown,unknown,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0
37336,35,admin.,married,high.school,no,yes,no,nov,thu,125,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
40915,55,retired,married,professional.course,no,no,yes,jun,tue,107,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
24273,37,admin.,married,high.school,no,no,no,nov,mon,235,4,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0,0,0
29200,37,admin.,divorced,high.school,no,yes,no,apr,fri,1311,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0,0
34568,30,admin.,married,high.school,unknown,no,no,jul,thu,165,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
19903,47,blue-collar,married,basic.9y,unknown,yes,no,nov,thu,76,9,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
829,41,management,married,university.degree,no,yes,no,may,thu,93,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0,0
7808,43,entrepreneur,married,high.school,no,yes,no,apr,thu,90,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,0,0
18364,32,blue-collar,married,basic.9y,no,no,no,jul,mon,240,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
185,58,technician,married,professional.course,no,no,no,aug,tue,704,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0,0
32753,27,unemployed,married,high.school,no,yes,yes,may,mon,470,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
23339,46,technician,single,university.degree,no,no,no,aug,thu,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0
4574,46,technician,married,university.degree,no,yes,no,apr,thu,375,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0,0
35613,39,unemployed,married,university.degree,no,no,no,jun,fri,212,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,0
26339,31,admin.,married,university.degree,no,no,no,aug,mon,74,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
40301,30,admin.,single,university.degree,no,yes,no,aug,wed,218,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0,0
14533,34,admin.,married,university.degree,no,no,no,jun,mon,703,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0,0
30672,49,entrepreneur,married,university.degree,no,yes,no,apr,mon,334,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
3960,42,entrepreneur,married,unknown,unknown,yes,no,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
35872,31,technician,married,professional.course,unknown,unknown,unknown,aug,thu,128,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
26376,57,entrepreneur,married,professional.course,no,yes,no,aug,mon,157,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,1,1
11621,28,services,married,high.school,no,no,no,jul,fri,64,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
28354,32,admin.,single,university.degree,no,yes,no,aug,mon,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
13141,72,retired,married,basic.6y,no,yes,yes,oct,thu,189,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0,0
12189,27,blue-collar,single,basic.9y,no,no,no,jul,thu,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0,0
10392,34,blue-collar,married,unknown,no,no,yes,jul,tue,44,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
12056,45,technician,married,professional.course,no,yes,no,jul,wed,160,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
393,29,services,single,university.degree,no,no,no,jul,fri,246,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
34625,71,retired,married,basic.4y,no,no,no,oct,tue,207,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0,0
38937,42,technician,married,professional.course,unknown,yes,no,jul,mon,77,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
41083,29,admin.,married,high.school,no,yes,no,jun,fri,21,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,0
30706,36,technician,divorced,professional.course,no,yes,no,jul,mon,643,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
